Giá bán,Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất
"18,5 tỷ",Đà Nẵng,Phường Thạch Thang,71,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,6.5,11,5,6,4,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,8 tỷ",Tp Hồ Chí Minh,Phường Long Trường (Quận 9 cũ),52,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4,13,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,18 tỷ",Tp Hồ Chí Minh,Phường 2,23,"Nhà ngõ, hẻm",Đã có sổ,,3.3,7,3,2,33,Hoàn thiện cơ bản
"6,99 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,56,"Nhà ngõ, hẻm",Đã có sổ,,4,14,4,5,,
,,,,,,,,,,,,
"4,35 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),33,"Nhà ngõ, hẻm",Đã có sổ,,7.3,4.5,2,,,
"1,48 tỷ",Bình Dương,Phường Phú Lợi,115,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,23,3,2,1,Nội thất đầy đủ
,,,,,,,,,,,,
"4,7 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,66.8,"Nhà ngõ, hẻm",Đã có sổ,Nam,4,16.7,5,4,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,96 tỷ",Tp Hồ Chí Minh,Phường 14,39,"Nhà ngõ, hẻm",Đã có sổ,,4.5,9,2,2,4,
"5,8 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,4,3,4,
"5,95 tỷ",Tp Hồ Chí Minh,Phường Phú Hữu (Quận 9 cũ),50,Nhà phố liền kề,Đã có sổ,,4,13,3,3,2,
10 tỷ,Tp Hồ Chí Minh,Phường Cát Lái (Quận 2 cũ),80,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,16,4,4,,Nội thất cao cấp
"1,65 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,30,"Nhà ngõ, hẻm",Đã có sổ,Đông,3,10,2,2,2,Nội thất đầy đủ
"6,3 tỷ",Tp Hồ Chí Minh,Phường Hiệp Phú (Quận 9 cũ),74,"Nhà ngõ, hẻm",Đã có sổ,,3.5,21,4,5,4,
,,,,,,,,,,,,
"4,9 tỷ",Tp Hồ Chí Minh,Phường 16,44,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
,,,,,,,,,,,,
"7,6 tỷ",Hà Nội,Phường Kim Liên,42,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,5,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,8 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),50,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.2,12,3,,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"12,3 tỷ",Tp Hồ Chí Minh,Phường 1,79,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,6,13.2,3,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,8 tỷ",Đà Nẵng,Phường Hòa Xuân,100,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,5,20,3,3,3,Nội thất đầy đủ
135 tỷ,Hà Nội,Phường Mai Dịch,180,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,8,,7,Nhiều hơn 6,7,Nội thất cao cấp
2 tỷ,Long An,Thị trấn Tân Hưng,160,"Nhà mặt phố, mặt tiền",Đã có sổ,,8,20,3,2,,Hoàn thiện cơ bản
,,,,,,,,,,,,
7 tỷ,Tp Hồ Chí Minh,Phường Tây Thạnh,56,"Nhà ngõ, hẻm",Đã có sổ,,4,14,5,5,5,Nội thất cao cấp
"2,3 tỷ",Tp Hồ Chí Minh,Xã Tân Quý Tây,234,Nhà biệt thự,Đã có sổ,,13,18,4,4,1,Nội thất cao cấp
,,,,,,,,,,,,
"9,4 tỷ",Tp Hồ Chí Minh,Phường 13,44,"Nhà ngõ, hẻm",Đã có sổ,Nam,3.4,13.1,3,3,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"18,5 tỷ",Tp Hồ Chí Minh,Phường 26,160,"Nhà ngõ, hẻm",Đã có sổ,,4,40,nhiều hơn 10,Nhiều hơn 6,,Hoàn thiện cơ bản
,,,,,,,,,,,,
"14,5 tỷ",Tp Hồ Chí Minh,Phường Tây Thạnh,80,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.1,19,5,6,,
"3,65 tỷ",Bình Dương,Phường Tân Đông Hiệp,60,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,15,3,2,2,Nội thất cao cấp
,,,,,,,,,,,,
"9,6 tỷ",Tp Hồ Chí Minh,Phường 13,66,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,4,16.5,10,Nhiều hơn 6,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"12,8 tỷ",Tp Hồ Chí Minh,Phường 9,109,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,5.8,19,5,5,4,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,7 tỷ",Bình Dương,Phường Phú Lợi,110,"Nhà ngõ, hẻm",Đã có sổ,,5,22,4,3,2,
,,,,,,,,,,,,
"3,85 tỷ",Tp Hồ Chí Minh,Phường 5,39,"Nhà ngõ, hẻm",Đã có sổ,,5,8,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,3 tỷ",Hà Nội,Phường Phúc Lợi,42,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,4,
"5,85 tỷ",Tp Hồ Chí Minh,Phường Sơn Kỳ,64,"Nhà ngõ, hẻm",Đã có sổ,,4,16,2,2,,
"6,7 tỷ",Hà Nội,Phường Tương Mai,41,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,4,
"7,186 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,76,Nhà phố liền kề,Đã có sổ,Đông,8.5,9,3,3,2,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,4 tỷ",Tp Hồ Chí Minh,Phường Đông Hưng Thuận,120,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"1,4 tỷ",Vĩnh Long,Xã Tân Ngãi,90,Nhà phố liền kề,Đã có sổ,Đông Bắc,6,15,5,4,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,9 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,68,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,17,4,,4,
"6,99 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,64,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,4,,Nội thất đầy đủ
"10,9 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,125,Nhà phố liền kề,Đã có sổ,Tây Bắc,5,25,4,5,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,7 tỷ",Tp Hồ Chí Minh,Phường 10,57,"Nhà ngõ, hẻm",Đã có sổ,,4.1,14,2,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,4 tỷ",Tp Hồ Chí Minh,Phường Tân Sơn Nhì,43,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4.3,10,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
"3,7 tỷ",Bình Dương,Phường Tân Đông Hiệp,104,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4.5,24,3,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
"6,49 tỷ",Tp Hồ Chí Minh,Phường 10,55,"Nhà ngõ, hẻm",Đã có sổ,,3.8,14,4,3,,
"6,05 tỷ",Tp Hồ Chí Minh,Phường 8,55,"Nhà ngõ, hẻm",Đã có sổ,,3.5,12.5,4,3,4,Nội thất cao cấp
"4,35 tỷ",Tp Hồ Chí Minh,Phường 10,35,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,5 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,80,"Nhà ngõ, hẻm",Đã có sổ,Tây,4,20,5,5,5,Nội thất cao cấp
"2,999 tỷ",Bình Dương,Phường Tân Đông Hiệp,49,"Nhà ngõ, hẻm",Đã có sổ,,4,12,3,2,2,Nội thất đầy đủ
"14,5 tỷ",Tp Hồ Chí Minh,Phường 12,130,"Nhà ngõ, hẻm",Đã có sổ,,6,25,6,6,5,Nội thất đầy đủ
,,,,,,,,,,,,
"1,96 tỷ",Tp Hồ Chí Minh,Xã Phú Xuân,56,"Nhà ngõ, hẻm",Đã có sổ,,4.2,12,2,2,1,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"11,7 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),100,Nhà biệt thự,Đã có sổ,,6.1,16.3,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,7 tỷ",Đà Nẵng,Phường Hòa Minh,100,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,5,20,3,3,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,6 tỷ",Tp Hồ Chí Minh,Phường 13,47,"Nhà ngõ, hẻm",Đã có sổ,,,,5,5,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
"11,9 tỷ",Tp Hồ Chí Minh,Phường 10,76,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,19,4,,,
12 tỷ,Kiên Giang,Thị trấn Dương Đông,185,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,6,17,2,1,,
"5,6 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông A,49,"Nhà ngõ, hẻm",Đã có sổ,,4,12.5,2,,,
"5,75 tỷ",Tp Hồ Chí Minh,Phường 13,66,"Nhà ngõ, hẻm",Đã có sổ,Tây,4,16.5,4,3,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"12,5 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),250,"Nhà ngõ, hẻm",Đã có sổ,,8.6,,nhiều hơn 10,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,5 tỷ",Tp Hồ Chí Minh,Xã Tân Phú Trung,73,"Nhà ngõ, hẻm",Đã có sổ,,4,19,2,1,,Hoàn thiện cơ bản
6 tỷ,Bình Dương,Phường An Phú,76,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4,19,5,4,3,Nội thất cao cấp
5 tỷ,Tp Hồ Chí Minh,Phường Sơn Kỳ,40,"Nhà ngõ, hẻm",Đã có sổ,Bắc,3.5,11.5,4,3,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
"11,6 tỷ",Tp Hồ Chí Minh,Phường Bình Trưng Tây (Quận 2 cũ),62.4,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.66,13,7,Nhiều hơn 6,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,15 tỷ",Bình Dương,Phường Tân Đông Hiệp,34,"Nhà ngõ, hẻm",Đã có sổ,Bắc,3,11.5,2,2,2,Nội thất đầy đủ
"9,5 tỷ",Tp Hồ Chí Minh,Phường Tân Tạo,110.2,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.2,25,5,,,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,9 tỷ",Tp Hồ Chí Minh,Phường Phú Thọ Hòa,24,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,,3,4,4,Hoàn thiện cơ bản
,,,,,,,,,,,,
"7,2 tỷ",Hà Nội,Phường Hoàng Văn Thụ,38,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
,,,,,,,,,,,,
"16,5 tỷ",Tp Hồ Chí Minh,Phường 5,76,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,19,4,3,3,
"10,5 tỷ",Bình Dương,Phường Phú Thọ,225,Nhà biệt thự,Đã có sổ,,9,25,4,4,2,Nội thất đầy đủ
,,,,,,,,,,,,
"6,5 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông B,90,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4,22.5,7,Nhiều hơn 6,1,Hoàn thiện cơ bản
45 tỷ,Tp Hồ Chí Minh,Phường Thạnh Mỹ Lợi (Quận 2 cũ),786,"Nhà ngõ, hẻm",Đã có sổ,Nam,9,87,nhiều hơn 10,Nhiều hơn 6,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,65 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,44,Nhà biệt thự,Sổ chung / công chứng vi bằng,,4,11,3,3,1,Nội thất đầy đủ
"1,125 tỷ",Long An,Thị trấn Đức Hòa,50,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4,10,2,2,2,Nội thất đầy đủ
"2,45 tỷ",Tp Hồ Chí Minh,Phường 11,21,"Nhà ngõ, hẻm",Đã có sổ,,,,2,2,,
"4,6 tỷ",Bình Dương,Phường An Phú,64.3,Nhà phố liền kề,Đã có sổ,Tây,4.5,14.2,4,4,3,Nội thất cao cấp
"10,65 tỷ",Tp Hồ Chí Minh,Phường 4,45,"Nhà ngõ, hẻm",Đã có sổ,,4,11,4,3,4,Nội thất cao cấp
,,,,,,,,,,,,
"5,9 tỷ",Tp Hồ Chí Minh,Xã Tân Xuân,220,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,8.2,28,2,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,4 tỷ",Tp Hồ Chí Minh,Phường 15,28,"Nhà ngõ, hẻm",Đã có sổ,,3,8,2,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,99 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Nhất,100,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,2,,,
"6,99 tỷ",Tp Hồ Chí Minh,Phường 3,56,"Nhà ngõ, hẻm",Đã có sổ,,3,18,2,2,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
8 tỷ,Tp Hồ Chí Minh,Phường 13,39,"Nhà ngõ, hẻm",Đã có sổ,,3.6,10,7,Nhiều hơn 6,3,Nội thất cao cấp
,,,,,,,,,,,,
"24,9 tỷ",Tp Hồ Chí Minh,Phường Tân Kiểng,193,Nhà biệt thự,Đã có sổ,Bắc,9,21,5,5,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,05 tỷ",Tp Hồ Chí Minh,Phường Tân Phú,20,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,4,5,1,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,99 tỷ",Tp Hồ Chí Minh,Phường 4,25,"Nhà ngõ, hẻm",Đã có sổ,,4,6.5,4,4,4,Nội thất cao cấp
,,,,,,,,,,,,
"22,3 tỷ",Hà Nội,Phường Long Biên,86,"Nhà ngõ, hẻm",Đã có sổ,,5,19,4,5,8,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,6 tỷ",Tp Hồ Chí Minh,Phường 11,58,"Nhà ngõ, hẻm",Đã có sổ,,4,15,4,,,
"2,3 tỷ",Đồng Nai,Xã Tây Hoà,219.4,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,8,28.4,4,2,,
"5,6 tỷ",Đồng Nai,Phường Bửu Hòa,72,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.5,17.5,4,3,3,Nội thất cao cấp
,,,,,,,,,,,,
"4,95 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,65,"Nhà ngõ, hẻm",Đã có sổ,,4.2,16,4,4,3,Nội thất cao cấp
,,,,,,,,,,,,
"7,6 tỷ",Tp Hồ Chí Minh,Phường Thạnh Lộc,78.6,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4,19,4,6,4,Nội thất cao cấp
,,,,,,,,,,,,
"5,95 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,56,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,,,
"2,5 tỷ",Tp Hồ Chí Minh,Phường 2,13,"Nhà ngõ, hẻm",Đã có sổ,,3.8,4,2,2,2,
,,,,,,,,,,,,
"9,5 tỷ",Tp Hồ Chí Minh,Phường 11,40,"Nhà ngõ, hẻm",Đã có sổ,,3.3,14.2,6,5,5,Nội thất cao cấp
,,,,,,,,,,,,
"2,55 tỷ",Tp Hồ Chí Minh,Xã Phước Kiển,28,"Nhà ngõ, hẻm",Đã có sổ,,4,7,4,3,3,Hoàn thiện cơ bản
"7,7 tỷ",Tp Hồ Chí Minh,Phường Tăng Nhơn Phú B (Quận 9 cũ),75,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.2,17,4,4,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
760 triệu,Tp Hồ Chí Minh,Xã Vĩnh Lộc B,100,"Nhà ngõ, hẻm",Đã có sổ,,5,20,3,2,,Nội thất cao cấp
"2,27 tỷ",Bình Dương,Phường Mỹ Phước,103,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,20.85,3,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,1 tỷ",Hà Nội,Phường Vĩnh Tuy,37,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,5,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,57 tỷ",Tp Hồ Chí Minh,Phường 9,52,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,13,4,3,4,
,,,,,,,,,,,,
"3,789 tỷ",Long An,Phường 6,100,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,5,20,3,4,3,
,,,,,,,,,,,,
"1,75 tỷ",Tp Hồ Chí Minh,Phường 13,10,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
"6,5 tỷ",Tp Hồ Chí Minh,Phường Hiệp Phú (Quận 9 cũ),87,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,,2,1,,
"5,2 tỷ",Tp Hồ Chí Minh,Phường Linh Trung (Quận Thủ Đức cũ),51,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,7,7.2,3,3,4,Nội thất đầy đủ
"4,75 tỷ",Tp Hồ Chí Minh,Phường Linh Trung (Quận Thủ Đức cũ),76,"Nhà ngõ, hẻm",Đã có sổ,,4.2,17,3,1,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"9,7 tỷ",Tp Hồ Chí Minh,Phường 12,85,"Nhà ngõ, hẻm",Đã có sổ,,5,17,6,,,
"2,28 tỷ",Long An,Xã Tân Kim,100,"Nhà ngõ, hẻm",Đã có sổ,Bắc,5,20,2,1,,Nội thất đầy đủ
,,,,,,,,,,,,
"1,35 tỷ",Tp Hồ Chí Minh,Xã Vĩnh Lộc A,40,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Bắc,4,10,2,2,1,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,23 tỷ",Đà Nẵng,Phường Hòa Khê,120,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5.5,21,1,1,1,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,55 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,40,"Nhà ngõ, hẻm",Đã có sổ,Nam,4,10,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
"9,2 tỷ",Tp Hồ Chí Minh,Phường Hiệp Phú (Quận 9 cũ),90,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,18,4,,,
"2,49 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,84,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tây Bắc,4,21,2,1,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
"19,5 tỷ",Tp Hồ Chí Minh,Phường 17,182,"Nhà mặt phố, mặt tiền",Đã có sổ,,7,22,4,4,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"15,7 tỷ",Tp Hồ Chí Minh,Phường 2,73.5,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,3.5,21,1,2,,
"3,3 tỷ",Bình Dương,Phường Tân Đông Hiệp,68,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,17,3,3,2,Nội thất đầy đủ
"11,2 tỷ",Tp Hồ Chí Minh,Phường 2,35,"Nhà ngõ, hẻm",Đã có sổ,,3.2,12,3,3,4,
,,,,,,,,,,,,
"5,5 tỷ",Bình Dương,Phường Thuận Giao,70,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,5,14,4,4,3,Nội thất cao cấp
,,,,,,,,,,,,
"8,6 tỷ",Hà Nội,Phường Sài Đồng,56,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4,14,4,3,4,Nội thất đầy đủ
"6,99 tỷ",Tp Hồ Chí Minh,Phường 7,46,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4,13,5,,5,Nội thất cao cấp
3 tỷ,Tp Hồ Chí Minh,Phường Phước Long A (Quận 9 cũ),45,"Nhà ngõ, hẻm",Đã có sổ,,2,22,2,2,,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"16,9 tỷ",Tp Hồ Chí Minh,Phường 10,84,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4,21,4,6,5,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,55 tỷ",Bình Thuận,Phường Tân Thiện,705,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
"6,4 tỷ",Tp Hồ Chí Minh,Phường 15,107,"Nhà ngõ, hẻm",Đã có sổ,,4.2,25.5,2,,,
3 tỷ,Bình Dương,Phường Hưng Định,107,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,6,19,2,1,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
5 tỷ,Tp Hồ Chí Minh,Phường 13,41,"Nhà ngõ, hẻm",Đã có sổ,,4.1,10,3,3,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
29 tỷ,Hà Nội,Phường Cự Khối,135,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,7,19.2,6,6,8,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"12,5 tỷ",Đà Nẵng,Phường Phước Mỹ,70,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,14,2,2,1,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,18 tỷ",Tp Hồ Chí Minh,Phường Tân Tạo,60,"Nhà ngõ, hẻm",Đã có sổ,,5,12,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
"7,9 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),51,"Nhà ngõ, hẻm",Đã có sổ,,4,13,3,4,5,Nội thất đầy đủ
"8,95 tỷ",Tp Hồ Chí Minh,Phường 11,57,"Nhà ngõ, hẻm",Đã có sổ,,5,10,4,3,,
"6,59 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,147,"Nhà ngõ, hẻm",Đã có sổ,,6,26,2,,,Nội thất cao cấp
,,,,,,,,,,,,
"8,29 tỷ",Tp Hồ Chí Minh,Phường Trung Mỹ Tây,110,"Nhà ngõ, hẻm",Đã có sổ,,4.5,24,5,5,,
,,,,,,,,,,,,
"5,17 tỷ",Tp Hồ Chí Minh,Xã Bà Điểm,90,"Nhà ngõ, hẻm",Đã có sổ,,5,18,4,3,,
"4,3 tỷ",Tp Hồ Chí Minh,Phường Tân Thuận Tây,39,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,3,12,3,2,,
870 triệu,Tp Hồ Chí Minh,Xã Tân Kiên,155.8,"Nhà ngõ, hẻm",Đã có sổ,,5,31,3,,,Nội thất đầy đủ
"5,38 tỷ",Tp Hồ Chí Minh,Phường 5,40,"Nhà ngõ, hẻm",Đã có sổ,,4.5,9,3,,2,
"51,5 tỷ",Bình Dương,Phường Thuận Giao,60,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4,15,5,4,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,8 tỷ",Đà Nẵng,Phường Hòa Minh,80,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,5,16,3,3,3,Hoàn thiện cơ bản
